umidade_rlv_ar_(%),Data
0.5769230769230769,2010-01-01 02:00:00
0.5897435897435898,2010-01-01 06:00:00
0.5641025641025641,2010-01-01 10:00:00
0.3974358974358974,2010-01-01 14:00:00
0.48717948717948717,2010-01-01 18:00:00
0.6538461538461539,2010-01-01 22:00:00
0.717948717948718,2010-01-02 02:00:00
0.7692307692307693,2010-01-02 06:00:00
0.782051282051282,2010-01-02 10:00:00
0.5641025641025641,2010-01-02 14:00:00
0.6282051282051282,2010-01-02 18:00:00
0.7307692307692307,2010-01-02 22:00:00
0.782051282051282,2010-01-03 02:00:00
0.8461538461538461,2010-01-03 06:00:00
0.7564102564102564,2010-01-03 10:00:00
0.6410256410256411,2010-01-03 14:00:00
0.6410256410256411,2010-01-03 18:00:00
0.7307692307692307,2010-01-03 22:00:00
0.8589743589743589,2010-01-04 02:00:00
0.8205128205128205,2010-01-04 06:00:00
0.8461538461538461,2010-01-04 10:00:00
0.7051282051282052,2010-01-04 14:00:00
0.8461538461538461,2010-01-04 18:00:00
0.9230769230769231,2010-01-04 22:00:00
0.9230769230769231,2010-01-05 02:00:00
0.9230769230769231,2010-01-05 06:00:00
0.8974358974358975,2010-01-05 10:00:00
0.5769230769230769,2010-01-05 14:00:00
0.6538461538461539,2010-01-05 18:00:00
0.8974358974358975,2010-01-05 22:00:00
0.8717948717948718,2010-01-06 02:00:00
0.717948717948718,2010-01-06 06:00:00
0.6538461538461539,2010-01-06 10:00:00
0.6923076923076923,2010-01-06 14:00:00
0.5512820512820513,2010-01-06 18:00:00
0.8205128205128205,2010-01-06 22:00:00
0.782051282051282,2010-01-07 02:00:00
0.9230769230769231,2010-01-07 06:00:00
0.9102564102564102,2010-01-07 10:00:00
0.782051282051282,2010-01-07 14:00:00
0.8717948717948718,2010-01-07 18:00:00
0.9230769230769231,2010-01-07 22:00:00
0.9358974358974359,2010-01-08 02:00:00
0.8461538461538461,2010-01-08 06:00:00
0.7435897435897436,2010-01-08 10:00:00
0.5769230769230769,2010-01-08 14:00:00
0.6153846153846154,2010-01-08 18:00:00
0.7948717948717948,2010-01-08 22:00:00
0.9615384615384616,2010-01-09 02:00:00
0.9615384615384616,2010-01-09 06:00:00
0.9615384615384616,2010-01-09 10:00:00
0.7435897435897436,2010-01-09 14:00:00
0.717948717948718,2010-01-09 18:00:00
0.8461538461538461,2010-01-09 22:00:00
0.8461538461538461,2010-01-10 02:00:00
0.8589743589743589,2010-01-10 06:00:00
0.7948717948717948,2010-01-10 10:00:00
0.8205128205128205,2010-01-10 14:00:00
0.8589743589743589,2010-01-10 18:00:00
0.8333333333333334,2010-01-10 22:00:00
0.8717948717948718,2010-01-11 02:00:00
0.8589743589743589,2010-01-11 06:00:00
0.8461538461538461,2010-01-11 10:00:00
0.717948717948718,2010-01-11 14:00:00
0.7435897435897436,2010-01-11 18:00:00
0.9615384615384616,2010-01-11 22:00:00
0.9615384615384616,2010-01-12 02:00:00
0.9743589743589743,2010-01-12 06:00:00
0.9615384615384616,2010-01-12 10:00:00
0.6923076923076923,2010-01-12 14:00:00
0.6153846153846154,2010-01-12 18:00:00
0.7948717948717948,2010-01-12 22:00:00
0.8717948717948718,2010-01-13 02:00:00
0.8205128205128205,2010-01-13 06:00:00
0.8205128205128205,2010-01-13 10:00:00
0.6794871794871795,2010-01-13 14:00:00
0.8589743589743589,2010-01-13 18:00:00
0.8974358974358975,2010-01-13 22:00:00
0.8589743589743589,2010-01-14 02:00:00
0.8717948717948718,2010-01-14 06:00:00
0.8461538461538461,2010-01-14 10:00:00
0.7307692307692307,2010-01-14 14:00:00
0.6666666666666666,2010-01-14 18:00:00
0.6666666666666666,2010-01-14 22:00:00
0.6666666666666666,2010-01-15 02:00:00
0.782051282051282,2010-01-15 06:00:00
0.7307692307692307,2010-01-15 10:00:00
0.5769230769230769,2010-01-15 14:00:00
0.44871794871794873,2010-01-15 18:00:00
0.47435897435897434,2010-01-15 22:00:00
0.6666666666666666,2010-01-16 02:00:00
0.7948717948717948,2010-01-16 06:00:00
0.6923076923076923,2010-01-16 10:00:00
0.5512820512820513,2010-01-16 14:00:00
0.782051282051282,2010-01-16 18:00:00
0.9487179487179487,2010-01-16 22:00:00
0.8076923076923077,2010-01-17 02:00:00
0.8717948717948718,2010-01-17 06:00:00
0.8846153846153846,2010-01-17 10:00:00
0.7051282051282052,2010-01-17 14:00:00
0.782051282051282,2010-01-17 18:00:00
0.9615384615384616,2010-01-17 22:00:00
0.9358974358974359,2010-01-18 02:00:00
0.9487179487179487,2010-01-18 06:00:00
0.9102564102564102,2010-01-18 10:00:00
0.6282051282051282,2010-01-18 14:00:00
0.6538461538461539,2010-01-18 18:00:00
0.7435897435897436,2010-01-18 22:00:00
0.8333333333333334,2010-01-19 02:00:00
0.8846153846153846,2010-01-19 06:00:00
0.8589743589743589,2010-01-19 10:00:00
0.6794871794871795,2010-01-19 14:00:00
0.7051282051282052,2010-01-19 18:00:00
0.8205128205128205,2010-01-19 22:00:00
0.7948717948717948,2010-01-20 02:00:00
0.9102564102564102,2010-01-20 06:00:00
0.8205128205128205,2010-01-20 10:00:00
0.4230769230769231,2010-01-20 14:00:00
0.8333333333333334,2010-01-20 18:00:00
0.8846153846153846,2010-01-20 22:00:00
0.7948717948717948,2010-01-21 02:00:00
0.9102564102564102,2010-01-21 06:00:00
0.9230769230769231,2010-01-21 10:00:00
0.8589743589743589,2010-01-21 14:00:00
0.7948717948717948,2010-01-21 18:00:00
0.8333333333333334,2010-01-21 22:00:00
0.7307692307692307,2010-01-22 02:00:00
0.8717948717948718,2010-01-22 06:00:00
0.9615384615384616,2010-01-22 10:00:00
0.6923076923076923,2010-01-22 14:00:00
0.8205128205128205,2010-01-22 18:00:00
0.8589743589743589,2010-01-22 22:00:00
0.9615384615384616,2010-01-23 02:00:00
0.9487179487179487,2010-01-23 06:00:00
0.9358974358974359,2010-01-23 10:00:00
0.8076923076923077,2010-01-23 14:00:00
0.8333333333333334,2010-01-23 18:00:00
0.9358974358974359,2010-01-23 22:00:00
0.8589743589743589,2010-01-24 02:00:00
0.8846153846153846,2010-01-24 06:00:00
0.8461538461538461,2010-01-24 10:00:00
0.7435897435897436,2010-01-24 14:00:00
0.7051282051282052,2010-01-24 18:00:00
0.8205128205128205,2010-01-24 22:00:00
0.8333333333333334,2010-01-25 02:00:00
0.9102564102564102,2010-01-25 06:00:00
0.8589743589743589,2010-01-25 10:00:00
0.6410256410256411,2010-01-25 14:00:00
0.717948717948718,2010-01-25 18:00:00
0.8589743589743589,2010-01-25 22:00:00
0.8333333333333334,2010-01-26 02:00:00
0.9358974358974359,2010-01-26 06:00:00
0.8846153846153846,2010-01-26 10:00:00
0.717948717948718,2010-01-26 14:00:00
0.8333333333333334,2010-01-26 18:00:00
0.8333333333333334,2010-01-26 22:00:00
0.9358974358974359,2010-01-27 02:00:00
0.9358974358974359,2010-01-27 06:00:00
0.9358974358974359,2010-01-27 10:00:00
0.6282051282051282,2010-01-27 14:00:00
0.6153846153846154,2010-01-27 18:00:00
0.7051282051282052,2010-01-27 22:00:00
0.8461538461538461,2010-01-28 02:00:00
0.9230769230769231,2010-01-28 06:00:00
0.8974358974358975,2010-01-28 10:00:00
0.7307692307692307,2010-01-28 14:00:00
0.6538461538461539,2010-01-28 18:00:00
0.7692307692307693,2010-01-28 22:00:00
0.8333333333333334,2010-01-29 02:00:00
0.8076923076923077,2010-01-29 06:00:00
0.8846153846153846,2010-01-29 10:00:00
0.5897435897435898,2010-01-29 14:00:00
0.6410256410256411,2010-01-29 18:00:00
0.7564102564102564,2010-01-29 22:00:00
0.782051282051282,2010-01-30 02:00:00
0.782051282051282,2010-01-30 06:00:00
0.8333333333333334,2010-01-30 10:00:00
0.5897435897435898,2010-01-30 14:00:00
0.6794871794871795,2010-01-30 18:00:00
0.7307692307692307,2010-01-30 22:00:00
0.8717948717948718,2010-01-31 02:00:00
0.8974358974358975,2010-01-31 06:00:00
0.8333333333333334,2010-01-31 10:00:00
0.6538461538461539,2010-01-31 14:00:00
0.6025641025641025,2010-01-31 18:00:00
0.7692307692307693,2010-01-31 22:00:00
0.8589743589743589,2010-02-01 02:00:00
0.8589743589743589,2010-02-01 06:00:00
0.8461538461538461,2010-02-01 10:00:00
0.5769230769230769,2010-02-01 14:00:00
0.6410256410256411,2010-02-01 18:00:00
0.717948717948718,2010-02-01 22:00:00
0.7564102564102564,2010-02-02 02:00:00
0.8589743589743589,2010-02-02 06:00:00
0.7564102564102564,2010-02-02 10:00:00
0.5128205128205128,2010-02-02 14:00:00
0.5641025641025641,2010-02-02 18:00:00
0.782051282051282,2010-02-02 22:00:00
